FILE_NO,REPORT_DATE,Month,Year,DATE_OPENED,DIVISION,BUSINESS_LINE,METHOD_OF_TRANSPORT,CUSTOMER_NAME,CUSTOMER_CITY,SHIPPER_NAME,CONSIGNEE_NAME,GROSS_WEIGHT,REVENUE,EXPENSE,PROFIT,DUTY_BILLED,TOTAL_BILLED_TO_ACCOUNT,Rev._Less_Duties
1115030-01,2020-01-13,Jan,2020,12/17/2019,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,PROJECTS & PRINT LTD,"4,899",4352.9,3122.31,1230.59,,4377.9,4352.9
1115031-01,2019-12-29,Dec,2019,12/17/2019,10,15,OE,COHESION LOGISTICS (HK) LTD (IMP),KOWLOON,I-HEALTH INC,KINGWORLD MEDICINE HEALTHCARE LTD,"34,292",39480,37028.56,2451.44,,39480,39480
1115032-01,2019-12-29,Dec,2019,12/17/2019,10,15,OE,COHESION LOGISTICS (HK) LTD (IMP),KOWLOON,I-HEALTH INC,KINGWORLD MEDICINE HEALTHCARE LTD,"16,470",16130,14832.24,1297.76,,16130,16130
1115033-01,2019-12-30,Dec,2019,12/18/2019,10,15,OE,DART GLOBAL LOGISTICS PVT LTD,COLOMBO 15,FLINTEC INC,FLINTEC TRANSDUCERS (PVT) LTD.,512,565.85,324.94,240.91,,565.85,565.85
1115034-01,2020-01-20,Jan,2020,12/19/2019,10,15,OE,SENATOR INTERNATIONAL SPEDITION GMB,HAMBURG,WEB INDUSTRIES INC.,WEB INDUSTRIES STADE GMBH,"10,419",2279.9,1177.36,1102.54,,2279.9,2279.9
1115035-01,2020-01-06,Jan,2020,12/23/2019,10,15,OE,GEM GRAVURE CO INC,HANOVER,GEM GRAVURE CO INC,KOENIG & BAUER CODING GMBH,138,582.55,225.5,357.05,,582.55,582.55
1115036-01,2020-01-08,Jan,2020,12/23/2019,10,15,OE,ALISPED JAPAN LTD.,CHIYODA-KU,POLYMERIC SYSTEM INC,ITW PP&F JAPAN C/O NIHONGOSEIKAKO,377,688.68,384.83,303.85,,688.68,688.68
1115037-01,2020-01-11,Jan,2020,12/23/2019,10,15,OE,INKCUPS NOW CORPORATION,DANVERS,INKCUPS NOW CORPORATION,KERRY HUNG KAI WAREHOUSE,658,1483.68,1001.2,482.48,,1508.68,1483.68
1115038,2019-12-30,Dec,2019,12/24/2019,10,15,OE,"TORAY PLASTICS (AMERICA), INC",NORTH KINGSTOWN,"TORAY PLASTICS (AMERICA), INC",ONE CARIBBEAN FLEXIPAC INDUSTRIES A,"10,677",3901,3087,814,,3901,3901
1115039-01,2020-01-08,Jan,2020,12/26/2019,10,15,OE,EVOLV TECHNOLOGIES INC.,WALTHAM,EVOLV TECHNOLOGIES INC.,NASC INTERNATIONAL CO LTD,"3,310",5349.22,2922.31,2426.91,,5349.22,5349.22
1115040-01,2020-01-16,Jan,2020,12/27/2019,10,15,OE,COHESION FREIGHT AGENCY LTD NINGBO,NINGBO,SPECIALTY BOLT AND SCREW,THE FEDERATED INDUSTRIES (NINGBO),473,679,280.92,398.08,,,679
1115041-01,2020-01-06,Jan,2020,12/27/2019,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,"PUNTO DE VENTA Y PROMOCION PLV,S.L.","4,899",4329.9,3142.25,1187.65,,4354.9,4329.9
1115042-01,2020-01-13,Jan,2020,12/27/2019,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,TALAWIN S.L.,"7,000",4415,3524.04,890.96,,4415,4415
1115043-01,2020-01-13,Jan,2020,12/30/2019,10,15,OE,GEM GRAVURE CO INC,HANOVER,GEM GRAVURE CO INC,KOENIG & BAUER CODING GMBH,483,657.03,338.4,318.63,,657.03,657.03
1115044,2020-01-08,Jan,2020,12/30/2019,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,ARROW DIGITAL PVT LTD,"1,608",25,,25,,25,25
1115045-01,2020-01-13,Jan,2020,12/31/2019,10,15,OE,FLEXCON GLENROTHES FINISHING,GLENROTHES FIFE,FLEXCON,FLEXCON GLENROTHES FINISHING,"13,465",4610.5,3935.57,674.93,,4710.5,4610.5
1115046-01,2020-01-13,Jan,2020,12/31/2019,10,15,OE,FLEXCON GLENROTHES FINISHING,GLENROTHES FIFE,FLEXCON,FLEXCON GLENROTHES FINISHING,"13,689",3972,3140.44,831.56,,4072,3972
1115047-01,2020-02-08,Feb,2020,1/2/2020,10,15,OE,SENATOR INTERNATIONAL SPEDITION GMB,HAMBURG,WEB INDUSTRIES INC.,WEB INDUSTRIES STADE GMBH,"10,478",2279.9,1177.36,1102.54,,2279.9,2279.9
1115049-01,2020-01-20,Jan,2020,1/2/2020,10,15,OE,FLEXCON GLENROTHES FINISHING,GLENROTHES FIFE,"ARLON GRAPHICS, LLC",FLEXCON GLENROTHES FINISHING,948,2143.66,1111.55,1032.11,,2143.66,2143.66
1115050-01,2020-01-31,Jan,2020,1/2/2020,10,15,OE,COLD CHAIN TECHNOLOGIES,FRANKLIN,COLD CHAIN TECHNOLOGIES,MERCK ELECTRONIC MATERIALS LTD.,"2,694",1680.08,1355.38,324.7,,1680.08,1680.08
1115051-01,2020-01-13,Jan,2020,1/3/2020,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,CHANGYIN TECHNOLOGY (HANGZHOU) CO,"4,346",2558.25,1545,1013.25,,2558.25,2558.25
1115052-01,2020-01-21,Jan,2020,1/3/2020,10,15,OE,INKCUPS NOW CORPORATION,DANVERS,INKCUPS NOW CORPORATION,TRA-SAS,"1,612",1308.59,895.06,413.53,,1323.59,1308.59
1115053-01,2020-02-01,Feb,2020,1/7/2020,10,15,OE,SENATOR INTERNATIONAL SPEDITION GMB,HAMBURG,WEB INDUSTRIES INC.,WEB INDUSTRIES STADE GMBH,"10,448",2279.9,1177.36,1102.54,,2279.9,2279.9
1115054-01,2020-02-02,Feb,2020,1/7/2020,10,15,OE,FLEXCON,SPENCER,FLEXCON,SHANGHAI JINKA FLOOR TECH CO,"50,866",7701.5,4667.1,3034.4,,7726.5,7701.5
1115055-01,2020-01-25,Jan,2020,1/8/2020,10,15,OE,NEW ENGLAND BIOLABS INC,IPSWICH,NEW ENGLAND BIOLABS INC,"NEW ENGLAND BIOLABS, LTD. UK","1,172",3963.25,2688.47,1274.78,,3988.25,3963.25
1115056-01,2020-01-20,Jan,2020,1/8/2020,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,EFI BV C/O RAPID LOGISTICS,"2,821",3902.9,2683.71,1219.19,,3927.9,3902.9
1115057-01,2020-01-20,Jan,2020,1/9/2020,10,15,OE,FLEXCON GLENROTHES FINISHING,GLENROTHES FIFE,FLEXCON,FLEXCON GLENROTHES FINISHING,"13,202",4355.5,3510.62,844.88,,4455.5,4355.5
1115058-01,2020-01-29,Jan,2020,1/9/2020,10,15,OE,"SENATOR INTERNATIONAL, BV",HOLLLAND,HOLLINGSWORTH & VOSE CO,JUKEN ( ZHUHA) CO.LTD,"2,825",2813,2018,795,,2813,2813
1115059-01,2020-01-20,Jan,2020,1/10/2020,10,15,OE,GEM GRAVURE CO INC,HANOVER,GEM GRAVURE CO INC,KOENIG & BAUER CODING GMBH,728,874.01,467.11,406.9,,874.01,874.01
1115060-01,2020-01-25,Jan,2020,1/10/2020,10,15,OE,DART GLOBAL LOGISTICS PVT LTD,COLOMBO 15,FLINTEC INC,FLINTEC TRANSDUCERS (PVT) LTD.,816,911.81,618.32,293.49,,911.81,911.81
1115060-02,2020-01-25,Jan,2020,1/10/2020,10,15,OE,DART GLOBAL LOGISTICS PVT LTD,COLOMBO 15,FLINTEC INC,STRAINTEC (PVT) LTD,242,569.5,232.36,337.14,,569.5,569.5
1115061-01,2020-02-01,Feb,2020,1/13/2020,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,CHANGYIN TECHNOLOGY (HANGZHOU) CO,125,731.17,522.9,208.27,,731.17,731.17
1115062-01,2020-02-01,Feb,2020,1/13/2020,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,"EFI CRETAPRINT, A101, 102, A107 OF","1,535",4244.61,3047.39,1197.22,,4244.61,4244.61
1115063-01,2020-01-23,Jan,2020,1/13/2020,10,15,OE,COLD CHAIN TECHNOLOGIES,FRANKLIN,COLD CHAIN TECHNOLOGIES,COLON IMPORT & EXPORT,"16,792",2878,2699.38,178.62,,2878,2878
1115064-01,2020-02-02,Feb,2020,1/14/2020,10,15,OE,STREM CHEMICALS INC.,NEWBURYPORT,STREM CHEMICALS INC.,"ECHO CHEMICAL CO., LTD.",44,3272.03,2504.11,767.92,,3297.03,3272.03
1115065-01,2020-02-02,Feb,2020,1/15/2020,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,"ELECTRONICS FOR IMAGING, EFI PLANT","4,873",2670,1881.91,788.09,,2670,2670
1115066-01,2020-02-02,Feb,2020,1/15/2020,10,15,OE,LIFETIME BRANDS,GARDEN CITY,LIFETIME BRANDS,CESAR AUGUSTO VELASQUEZ,507,5942.6,5055.03,887.57,,5942.6,5942.6
1115067-01,2020-01-24,Jan,2020,1/16/2020,10,15,OE,FLEXCON GLENROTHES FINISHING,GLENROTHES FIFE,FLEXCON,FLEXCON GLENROTHES FINISHING,"9,743",5791.28,4962.76,828.52,,4072,5791.28
1115068-01,2020-02-01,Feb,2020,1/16/2020,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,"EFI CRETAPRINT, A101, 102, A107 OF","1,797",1961.48,1331.54,629.94,,1961.48,1961.48
1115069-01,2020-02-01,Feb,2020,1/17/2020,10,15,OE,DART GLOBAL LOGISTICS PVT LTD,COLOMBO 15,FLINTEC INC,FLINTEC TRANSDUCERS (PVT) LTD.,531,572.05,329.43,242.62,,572.05,572.05
1115070-01,2020-02-01,Feb,2020,1/20/2020,10,15,OE,GEM GRAVURE CO INC,HANOVER,GEM GRAVURE CO INC,KOENIG & BAUER CODING GMBH,122,582.55,225.5,357.05,,582.55,582.55
1115071-01,2020-02-04,Feb,2020,1/21/2020,10,15,OE,FLEXCON CONVERTING INC.,SINGAPORE,FLEXCON,FLEXCON CONVERTING INC.,"5,749",2366.5,1353.6,1012.9,,2366.5,2366.5
1115072-01,2020-02-09,Feb,2020,1/21/2020,10,15,OE,INKCUPS NOW CORPORATION,DANVERS,INKCUPS NOW CORPORATION,KERRY HUNG KAI WAREHOUSE,"1,721",2279.83,1650.87,628.96,,2304.83,2279.83
1115073-01,2020-02-01,Feb,2020,1/21/2020,10,15,OE,INKCUPS NOW CORPORATION,DANVERS,INKCUPS NOW CORPORATION,INKCUPS EUROPE GMBH,270,1145.42,783.95,361.47,,1145.42,1145.42
1115074-01,2020-02-15,Feb,2020,1/21/2020,10,15,OE,SENATOR INTERNATIONAL SPEDITION GMB,HAMBURG,WEB INDUSTRIES INC.,WEB INDUSTRIES STADE GMBH,"14,029",2279.9,1177.36,1102.54,,2279.9,2279.9
1115075-01,2020-02-23,Feb,2020,1/21/2020,10,15,OE,SENATOR INTERNATIONAL SPEDITION GMB,HAMBURG,WEB INDUSTRIES INC.,WEB INDUSTRIES STADE GMBH,"10,217",2279.9,1177.36,1102.54,,2279.9,2279.9
1115076-01,2020-03-03,Mar,2020,1/21/2020,10,15,OE,SENATOR INTERNATIONAL SPEDITION GMB,HAMBURG,WEB INDUSTRIES INC.,WEB INDUSTRIES STADE GMBH,"9,897",2279.9,1177.36,1102.54,,2279.9,2279.9
1115077-01,2020-02-02,Feb,2020,1/22/2020,10,15,OE,BREWSTER WALLPAPER CORP,RANDOLPH,BREWSTER WALLPAPER CORP,FINE DECOR WALLCOVERINGS LTD,"20,008",2765,2315.96,449.04,,2790,2765
1115078-01,2020-01-30,Jan,2020,1/22/2020,10,15,OE,"TORAY PLASTICS (AMERICA), INC",NORTH KINGSTOWN,"TORAY PLASTICS (AMERICA), INC",INDUSTRIAS DE PLASTICO SA (INPLASA),"18,689",5889.91,4451.88,1438.03,,5889.91,5889.91
1115079-01,2020-02-04,Feb,2020,1/23/2020,10,15,OE,MERIDIAN SPED S.R.O.,STARE MESTO,UAS OF AMERICA,BIOSTAR MARCELOVA S.R.O.,"19,107",135,-100,235,,135,135
1115080-01,2020-02-10,Feb,2020,1/23/2020,10,15,OE,FLEXCON GLENROTHES FINISHING,GLENROTHES FIFE,FLEXCON,FLEXCON GLENROTHES FINISHING,"10,432",3972,3108.88,863.12,,4072,3972
1115081-01,2020-02-04,Feb,2020,1/23/2020,10,15,OE,FLEXCON GLENROTHES FINISHING,GLENROTHES FIFE,FLEXCON,FLEXCON GLENROTHES FINISHING,"9,396",4355.5,3510.7,844.8,,4455.5,4355.5
1115082-01,2020-02-08,Feb,2020,1/24/2020,10,15,OE,DART GLOBAL LOGISTICS PVT LTD,COLOMBO 15,FLINTEC INC,FLINTEC TRANSDUCERS (PVT) LTD.,343,596.66,350.97,245.69,,596.66,596.66
1115083-01,2020-02-10,Feb,2020,1/24/2020,10,15,OE,STREM CHEMICALS INC.,NEWBURYPORT,STREM CHEMICALS INC.,SCIENTIFIC RESOURCES PTE LTD.,17,3063.4,2004.14,1059.26,,3063.4,3063.4
1115084-01,2020-02-08,Feb,2020,1/24/2020,10,15,OE,STREM CHEMICALS INC.,NEWBURYPORT,STREM CHEMICALS INC.,"KOKUSAN CHEMICAL CO., LTD,","1,222",1517.36,817.9,699.46,,1517.36,1517.36
1115085-01,2020-02-09,Feb,2020,1/24/2020,10,15,OE,ZIPWALL LLC,ARLINGTON,ZIPWALL LLC,TRANS WEALTH LIMITED,858,1613.49,1222.65,390.84,,1638.49,1613.49
1115086-01,2020-03-02,Mar,2020,1/27/2020,10,15,OE,FLEXCON GLENROTHES FINISHING,GLENROTHES FIFE,"ARLON GRAPHICS, LLC",FLEXCON GLENROTHES FINISHING,994,2597.12,1632.41,964.71,,2597.12,2597.12
1115087-01,2020-02-24,Feb,2020,1/27/2020,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,"ELECTRONICS FOR IMAGING, EFI PLANT","4,828",2670,1872.91,797.09,,2670,2670
1115088-01,2020-02-08,Feb,2020,1/27/2020,10,15,OE,DRYVIT SYSTEMS INC,WEST WARWICK,DRYVIT SYSTEMS INC,DRYVIT UK LTD.,331,986.42,675.47,310.95,,1001.42,986.42
1115089-01,2020-03-09,Mar,2020,1/28/2020,10,15,OE,SENATOR INTERNATIONAL SPEDITION GMB,HAMBURG,WEB INDUSTRIES INC.,WEB INDUSTRIES STADE GMBH,"9,844",2279.9,1177.36,1102.54,,2279.9,2279.9
1115090-01,2020-02-29,Feb,2020,1/28/2020,10,15,OE,FLEXCON,SPENCER,FLEXCON,SHANGHAI JINKA FLOOR TECH CO,"25,730",5201,3111.4,2089.6,,5226,5201
1115091-01,2020-02-17,Feb,2020,1/29/2020,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,"EFI CRETAPRINT, A101, 102, A107 OF","2,502",2033.25,1610.66,422.59,,2033.25,2033.25
1115092-01,2020-02-10,Feb,2020,1/29/2020,10,15,OE,COLD CHAIN TECHNOLOGIES,FRANKLIN,COLD CHAIN TECHNOLOGIES,COLD CHAIN TECHNOLOGIES DE PANAMA,"12,186",3125,2189.25,935.75,,3125,3125
1115093-01,2020-02-10,Feb,2020,1/30/2020,10,15,OE,FLEXCON GLENROTHES FINISHING,GLENROTHES FIFE,FLEXCON,FLEXCON GLENROTHES FINISHING,"9,667",4355.5,3480.09,875.41,,4455.5,4355.5
1115094-01,2020-02-13,Feb,2020,1/30/2020,10,15,OE,SILVERSON MACHINES INC,EAST LONGMEADOW,SILVERSON MACHINES INC,SILVERSON MACHINES LTD,"2,439",1170.99,735.43,435.56,,1185.52,1170.99
1115095-01,2020-02-14,Feb,2020,1/30/2020,10,15,OE,VIONX ENERGY CORPORATION,WOBURN,VIONX ENERGY CORPORATION,SUZHOU ZONGBAO TONGDA SUPPLY CHAIN,"19,305",1524,833.24,690.76,,1524,1524
1115096-01,2020-02-17,Feb,2020,1/31/2020,10,15,OE,DART GLOBAL LOGISTICS PVT LTD,COLOMBO 15,FLINTEC INC,FLINTEC TRANSDUCERS (PVT) LTD.,480,650.9,424.68,226.22,,650.9,650.9
1115096-02,2020-02-15,Feb,2020,1/31/2020,10,15,OE,DART GLOBAL LOGISTICS PVT LTD,COLOMBO 15,FLINTEC INC,STRAINTEC (PVT) LTD,215,438.22,136.78,301.44,,438.22,438.22
1115097-01,2020-03-15,Mar,2020,2/3/2020,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,"ELECTRONICS FOR IMAGING, EFI PLANT",998,1170.79,806.77,364.02,,1170.79,1170.79
1115098-01,2020-03-17,Mar,2020,2/3/2020,10,15,OE,SENATOR INTERNATIONAL SPEDITION GMB,HAMBURG,WEB INDUSTRIES INC.,WEB INDUSTRIES STADE GMBH,"9,037",2279.9,1177.36,1102.54,,2279.9,2279.9
1115099-01,2020-02-25,Feb,2020,2/3/2020,10,15,OE,DART GLOBAL LOGISTICS PVT LTD,COLOMBO 15,FLINTEC INC,FLINTEC TRANSDUCERS (PVT) LTD.,48,603.7,101.14,502.56,,603.7,603.7
1115099-02,2020-02-25,Feb,2020,2/5/2020,10,15,OE,DART GLOBAL LOGISTICS PVT LTD,COLOMBO 15,FLINTEC INC,FLINTEC TRANSDUCERS (PVT) LTD.,50,605.37,58.88,546.49,,605.37,605.37
1115099-03,2020-02-25,Feb,2020,2/5/2020,10,15,OE,DART GLOBAL LOGISTICS PVT LTD,COLOMBO 15,FLINTEC INC,FLINTEC TRANSDUCERS (PVT) LTD.,22,612.04,32.7,579.34,,612.04,612.04
1115100-01,2020-02-25,Feb,2020,2/4/2020,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,"EFI CRETAPRINT, A101, 102, A107 OF","2,701",4597.27,3414.72,1182.55,,4597.27,4597.27
1115101-01,2020-02-22,Feb,2020,2/4/2020,10,15,OE,INKCUPS NOW CORPORATION,DANVERS,INKCUPS NOW CORPORATION,HERA PRINTING CORP.,408,1107.69,818.91,288.78,,1107.69,1107.69
1115102-01,2020-02-24,Feb,2020,2/4/2020,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,"ELECTRONICS FOR IMAGING, EFI PLANT","2,642",2480,1789.91,690.09,,2480,2480
1115103-01,2020-02-25,Feb,2020,2/5/2020,10,15,OE,DART GLOBAL LOGISTICS PVT LTD,COLOMBO 15,FLINTEC INC,STRAINTEC (PVT) LTD,380,611.59,412.07,199.52,,611.59,611.59
1115103-02,2020-02-25,Feb,2020,2/6/2020,10,15,OE,DART GLOBAL LOGISTICS PVT LTD,COLOMBO 15,FLINTEC INC,STRAINTEC (PVT) LTD,340,613.54,95.44,518.1,,613.54,613.54
1115103-03,2020-02-25,Feb,2020,2/6/2020,10,15,OE,DART GLOBAL LOGISTICS PVT LTD,COLOMBO 15,FLINTEC INC,STRAINTEC (PVT) LTD,381,612.17,114.53,497.64,,612.17,612.17
1115103-04,2020-02-25,Feb,2020,2/6/2020,10,15,OE,DART GLOBAL LOGISTICS PVT LTD,COLOMBO 15,FLINTEC INC,STRAINTEC (PVT) LTD,260,612.27,113.16,499.11,,612.27,612.27
1115103-05,2020-02-25,Feb,2020,2/6/2020,10,15,OE,DART GLOBAL LOGISTICS PVT LTD,COLOMBO 15,FLINTEC INC,STRAINTEC (PVT) LTD,290,612.28,113.16,499.12,,612.28,612.28
1115105-01,2020-03-02,Mar,2020,2/5/2020,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,BEITH DIGITAL PTY LTD,"2,945",3383.96,2619.22,764.74,,3383.96,3383.96
1115106-01,2020-02-18,Feb,2020,2/6/2020,10,15,OE,FLEXCON GLENROTHES FINISHING,GLENROTHES FIFE,FLEXCON,FLEXCON GLENROTHES FINISHING,"12,183",4355.5,3484.95,870.55,,4455.5,4355.5
1115107-01,2020-03-02,Mar,2020,2/6/2020,10,15,OE,FLEXCON GLENROTHES FINISHING,GLENROTHES FIFE,"ARLON GRAPHICS, LLC",FLEXCON GLENROTHES FINISHING,"1,046",1880,1086.35,793.65,,1880,1880
1115108-01,2020-02-24,Feb,2020,2/6/2020,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,"ELECTRONICS FOR IMAGING, EFI PLANT","6,300",2920,2250,670,,2920,2920
1115110,2020-02-22,Feb,2020,2/7/2020,10,15,OE,GEM GRAVURE CO INC,HANOVER,GEM GRAVURE CO INC,BRIGHT HORIZON F/ELECTRICAL SUPPLIE,"1,816",1456.64,672.91,783.73,,1456.64,1456.64
1115111-01,2020-03-03,Mar,2020,2/7/2020,10,15,OE,FLEXCON ASIA LIMTED,HONG KONG,FLEXCON,FLEXCON ASIA LIMTED,"6,637",2474.5,1717.7,756.8,,2499.5,2474.5
1115112-01,2020-02-25,Feb,2020,2/7/2020,10,15,OE,DART GLOBAL LOGISTICS PVT LTD,COLOMBO 15,FLINTEC INC,FLINTEC TRANSDUCERS (PVT) LTD.,396,543.99,317.4,226.59,,543.99,543.99
1115113-01,2020-02-23,Feb,2020,2/10/2020,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,EFI BV C/O RAPID LOGISTICS,"4,819",3902.9,2717,1185.9,,3927.9,3902.9
1115114-01,2020-02-15,Feb,2020,2/10/2020,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,EFI BV C/O RAPID LOGISTICS,"3,207",3879.9,2606.28,1273.62,,3904.9,3879.9
1115115-01,2020-03-03,Mar,2020,2/11/2020,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,"EFI CRETAPRINT, A101, 102, A107 OF","1,191",1362.55,1007.94,354.61,,1362.55,1362.55
1115116-01,2020-03-02,Mar,2020,2/11/2020,10,15,OE,WEB INDUSTRIES INC.,DAYVILLE,WEB INDUSTRIES INC.,COMMSCOPE SOLUTIONS IRELAND,"19,278",3862.5,3186.6,675.9,,3862.5,3862.5
1115117-01,2020-02-21,Feb,2020,2/11/2020,10,15,OE,"TORAY PLASTICS (AMERICA), INC",NORTH KINGSTOWN,"TORAY PLASTICS (AMERICA), INC",INDUSTRIAS DE PLASTICO SA (INPLASA),"20,366",5589.91,4351.04,1238.87,,5589.91,5589.91
1115118-01,2020-02-29,Feb,2020,2/12/2020,10,15,OE,ALISPED JAPAN LTD.,CHIYODA-KU,POLYMERIC SYSTEM INC,ITW PP&F JAPAN C/O NIHONGOSEIKAKO,591,748.78,415.31,333.47,,748.78,748.78
1115119-01,2020-02-23,Feb,2020,2/12/2020,10,15,OE,GEM GRAVURE CO INC,HANOVER,GEM GRAVURE CO INC,KOENIG & BAUER CODING GMBH,36,582.55,225.5,357.05,,582.55,582.55
1115120,2020-02-25,Feb,2020,2/12/2020,10,15,OE,I-HEALTH INC,CROMWELL,I-HEALTH INC,LUZERN SOLUTIONS LTD.,286,50,,50,,50,50
1115121-01,2020-03-11,Mar,2020,2/13/2020,10,15,OE,"MILSPRAY, LLC",LAKEWOOD,SPECTRUM COATINGS,BILL FRAZIER GREEN CLOVER,209,761.43,457.92,303.51,,761.43,761.43
1115122-01,2020-03-02,Mar,2020,2/13/2020,10,15,OE,FLEXCON GLENROTHES FINISHING,GLENROTHES FIFE,FLEXCON,FLEXCON GLENROTHES FINISHING,"11,072",3972,3113.66,858.34,,4072,3972
1115123-01,2020-03-07,Mar,2020,2/14/2020,10,15,OE,F.H BERTLING AB,SAVEDALEN,"POLARTEC, LLC",TAIGA AB,866,2000.57,1505.88,494.69,,2000.57,2000.57
1115124-01,2020-03-10,Mar,2020,2/14/2020,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,EFI PLANT 3330 (CRETAPRINT),"3,317",4028,2931.92,1096.08,,4028,4028
1115125-01,2020-03-09,Mar,2020,2/14/2020,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,EFI BV C/O RAPID LOGISTICS,"3,840",3879.9,2714.08,1165.82,,3904.9,3879.9
1115126-01,2020-03-03,Mar,2020,2/18/2020,10,15,OE,GEM GRAVURE CO INC,HANOVER,GEM GRAVURE CO INC,KOENIG & BAUER CODING GMBH,106,582.55,225.5,357.05,,582.55,582.55
1115127-01,2020-03-09,Mar,2020,2/18/2020,10,15,OE,FLEXCON GLENROTHES FINISHING,GLENROTHES FIFE,NEW ERA CONVERTING MACHINERY INC.,FLEXCON GLENROTHES FINISHING,"12,315",37025,34127.4,2897.6,,37225,37025
1115128-01,2020-03-17,Mar,2020,2/18/2020,10,15,OE,FLEXCON GLENROTHES FINISHING,GLENROTHES FIFE,NEW ERA CONVERTING MACHINERY INC.,FLEXCON GLENROTHES FINISHING,"10,416",13750,12333.5,1416.5,,13850,13750
1115129-01,2020-03-03,Mar,2020,2/19/2020,10,15,OE,SENATOR INTERNATIONAL SPEDITION GMB,HAMBURG,WEB INDUSTRIES INC.,WEB INDUSTRIES STADE GMBH,"9,863",2279.9,1177.36,1102.54,,2279.9,2279.9
1115130-01,2020-03-09,Mar,2020,2/19/2020,10,15,OE,"ELECTRONICS FOR IMAGING, INC.",FREMONT,ELECTRONICS FOR IMAGING INC,EFI BV C/O RAPID LOGISTICS,"3,488",3810.72,2577.8,1232.92,,3825.72,3810.72
1115131-01,2020-03-09,Mar,2020,2/20/2020,10,15,OE,COLD CHAIN TECHNOLOGIES,FRANKLIN,COLD CHAIN TECHNOLOGIES,RUMPEL S.A ZONA AMERICA,58,567.1,311.99,255.11,,567.1,567.1
1115132-01,2020-03-03,Mar,2020,2/20/2020,10,15,OE,COLD CHAIN TECHNOLOGIES,FRANKLIN,COLD CHAIN TECHNOLOGIES,SARTORIUS STEDIM BIOTECH,48,668.27,184.24,484.03,,668.27,668.27
1115133-01,2020-03-07,Mar,2020,2/20/2020,10,15,OE,FLEXCON GLENROTHES FINISHING,GLENROTHES FIFE,FLEXCON,FLEXCON GLENROTHES FINISHING,"9,871",3972,3116.32,855.68,,4072,3972
1115134-01,2020-03-24,Mar,2020,2/20/2020,10,15,OE,SENATOR INTERNATIONAL SPEDITION GMB,HAMBURG,WEB INDUSTRIES INC.,WEB INDUSTRIES STADE GMBH,"10,424",2279,1177.36,1101.64,,2279,2279
1115135-01,2020-03-01,Mar,2020,2/20/2020,10,15,OE,SPERRY TENTS INC,WEST WAREHAM,SPERRY TENTS INC,SPERRY TENTS UK - SW,"2,381",15216.03,13856.16,1359.87,,15216.03,15216.03
1115136-01,2020-03-03,Mar,2020,2/20/2020,10,15,OE,COLD CHAIN TECHNOLOGIES,FRANKLIN,COLD CHAIN TECHNOLOGIES,COLON IMPORT & EXPORT,"16,869",3125,2252.75,872.25,,3125,3125
1115137-01,2020-03-08,Mar,2020,2/21/2020,10,15,OE,DART GLOBAL LOGISTICS PVT LTD,COLOMBO 15,FLINTEC INC,FLINTEC TRANSDUCERS (PVT) LTD.,454,808.6,513.79,294.81,,808.6,808.6
